symbol,timeframe,signal_type,entry_price,tp_target,sl_target,exit_price,exit_reason,timeout_price,pnl_pct,result,timeout_result,hold_bars,mfe,mae,fired_time,achieved_rr,score,confidence
EPT-USDT,15min,LONG,0.0011241229999999999,0.00120407,0.00110934,0.00110934,SL,,-1.3150696142681881,LOSS,,1,1.1455152149720373,-9.44051496144104,2026-02-22T11:59:12.431938,5.406908212560367,13,76.9
EPT-USDT,15min,LONG,0.0011241229999999999,0.00120407,0.00110934,0.00110934,SL,,-1.3150696142681881,LOSS,,1,1.1455152149720373,-9.44051496144104,2026-02-22T11:59:14.805998,5.406908212560367,13,76.9
EPT-USDT,15min,LONG,0.0011241229999999999,0.00120407,0.00110934,0.00110934,SL,,-1.3150696142681881,LOSS,,1,1.1455152149720373,-9.44051496144104,2026-02-22T11:59:30.128899,5.406908212560367,13,76.9
EPT-USDT,15min,LONG,0.0011281269999999998,0.00120407,0.00111334,0.00111334,SL,,-1.3107566789909142,LOSS,,1,0.7865249213962765,-9.76193283203042,2026-02-22T12:01:54.805694,5.136106280193222,13,76.9
EPT-USDT,15min,LONG,0.0011261249999999997,0.00120407,0.00111134,0.00111134,SL,,-1.3129093129092952,LOSS,,1,0.9657009657009882,-9.601509601509578,2026-02-22T12:01:57.590402,5.271507246376802,13,76.9
EPT-USDT,15min,LONG,0.0011261249999999997,0.00120407,0.00111134,0.00111134,SL,,-1.3129093129092952,LOSS,,1,0.9657009657009882,-9.601509601509578,2026-02-22T12:02:08.332378,5.271507246376802,13,76.9
EPT-USDT,15min,LONG,0.0011131119999999999,0.00120407,0.00109668,0.00109668,SL,,-1.476221620106496,LOSS,,1,-0.45925297723857306,-8.63453093668921,2026-02-22T13:21:09.209085,5.535296981499581,14,81.1
EPT-USDT,15min,LONG,0.0011121109999999998,0.00120407,0.00109568,0.00109568,SL,,-1.4774604333560153,LOSS,,1,-0.3696573453548958,-8.55229379081764,2026-02-22T13:21:13.792237,5.596555291826465,14,81.1
EPT-USDT,15min,LONG,0.00111111,0.00120407,0.00109468,0.00109468,SL,,-1.478701478701479,LOSS,,1,-0.27990027990027644,-8.46990846990848,2026-02-22T13:21:59.268514,5.6578210590383415,14,81.1
EPT-USDT,15min,LONG,0.0011071059999999998,0.00120407,0.00109068,0.00109068,SL,,-1.4836881021329433,LOSS,,1,0.08075107532613847,-8.138877397466906,2026-02-22T13:24:12.739091,5.9029587239742165,14,81.1
EPT-USDT,15min,LONG,0.0011051039999999998,0.00120407,0.00108868,0.00108868,SL,,-1.4861949644558063,LOSS,,1,0.2620567837959395,-7.972462320288397,2026-02-22T13:24:20.282817,6.0255723331710955,14,81.1
EPT-USDT,15min,LONG,0.0011051039999999998,0.00120407,0.00108868,0.00108868,SL,,-1.4861949644558063,LOSS,,1,0.2620567837959395,-7.972462320288397,2026-02-22T13:25:08.201421,6.0255723331710955,14,81.1
EPT-USDT,15min,LONG,0.0011011,0.00120407,0.00108467,0.00108467,SL,,-1.492144219416947,LOSS,,1,0.6266460811915362,-7.6378167287258325,2026-02-22T13:27:16.954879,6.267072428484474,14,81.1
EPT-USDT,15min,LONG,0.001099098,0.00120407,0.00108267,0.00108267,SL,,-1.494680183204771,LOSS,,1,0.8099368755106537,-7.469579600727148,2026-02-22T13:27:28.690553,6.389700511322145,14,81.1
EPT-USDT,15min,LONG,0.001099098,0.00120407,0.00108267,0.00108267,SL,,-1.494680183204771,LOSS,,1,0.8099368755106537,-7.469579600727148,2026-02-22T13:28:23.210308,6.389700511322145,14,81.1
EPT-USDT,15min,LONG,0.0010950939999999998,0.00120407,0.00107867,0.00107867,SL,,-1.4997799275678338,LOSS,,1,1.1785289664631755,-7.131259964897983,2026-02-22T13:30:31.871223,6.635046273745873,14,81.1
EPT-USDT,15min,LONG,0.001093092,0.00120407,0.00107666,0.00107666,SL,,-1.5032586461157924,LOSS,,1,1.3638376275739015,-6.961170697434438,2026-02-22T13:30:40.852422,6.753651411879249,14,81.1
EPT-USDT,15min,LONG,0.001093092,0.00120407,0.00107666,0.00107666,SL,,-1.5032586461157924,LOSS,,1,1.3638376275739015,-6.961170697434438,2026-02-22T13:31:26.970429,6.753651411879249,14,81.1
EPT-USDT,15min,LONG,0.0010890879999999998,0.00120407,0.00107266,0.00107266,SL,,-1.5084180525356774,LOSS,,1,1.7364987953223499,-6.619116177939698,2026-02-22T13:33:47.761565,6.9990260530802235,14,81.1
EPT-USDT,15min,LONG,0.001087086,0.00120407,0.00107066,0.00107066,SL,,-1.511012008249572,LOSS,,3,1.9238588299361905,-6.447144016204792,2026-02-22T13:34:00.890271,7.121758188238188,14,81.1
EPT-USDT,15min,LONG,0.001087086,0.00120407,0.00107066,0.00107066,SL,,-1.511012008249572,LOSS,,3,1.9238588299361905,-6.447144016204792,2026-02-22T13:34:56.457591,7.121758188238188,14,81.1
EPT-USDT,15min,LONG,0.001083082,0.00120407,0.00106665,0.00106665,SL,,-1.5171519792591914,LOSS,,3,2.300656829307483,-6.101292422919047,2026-02-22T13:37:00.624031,7.362828627069118,14,81.1
EPT-USDT,15min,LONG,0.001083082,0.00120407,0.00106665,0.00106665,SL,,-1.5171519792591914,LOSS,,2,2.300656829307483,-6.101292422919047,2026-02-22T13:37:36.062738,7.362828627069118,14,81.1
EPT-USDT,15min,LONG,0.0010820809999999997,0.00120407,0.00106565,0.00106565,SL,,-1.5184630355767912,LOSS,,3,2.3952920345150073,-6.014429603698783,2026-02-22T13:38:17.200930,7.424198162010987,14,81.1
EPT-USDT,15min,LONG,0.0010810799999999999,0.00120407,0.00106465,0.00106465,SL,,-1.5197765197765003,LOSS,,3,2.4901024901025046,-5.927405927405928,2026-02-22T13:40:20.245039,7.485575167376853,14,81.1
EPT-USDT,15min,LONG,0.001080079,0.00120407,0.00106365,0.00106365,SL,,-1.5210924386086662,LOSS,,8,2.5850886833277915,-5.8402209468011295,2026-02-22T13:40:46.286319,7.546959644530963,14,81.1
EPT-USDT,15min,LONG,0.001080079,0.00120407,0.00106365,0.00106365,SL,,-1.5210924386086662,LOSS,,8,2.5850886833277915,-5.8402209468011295,2026-02-22T13:41:52.016674,7.546959644530963,14,81.1
EPT-USDT,30min,LONG,0.0011501489999999998,0.00139585,0.00112258,0.00112258,SL,,-2.3969937808057793,LOSS,,1,-1.143243179796691,-11.576673978762749,2026-02-22T11:23:23.601972,8.911507772020698,13,76.6
EPT-USDT,30min,LONG,0.0011501489999999998,0.00139585,0.00112258,0.00112258,SL,,-2.3969937808057793,LOSS,,1,-1.143243179796691,-11.576673978762749,2026-02-22T11:23:51.632387,8.911507772020698,13,76.6
EPT-USDT,30min,LONG,0.0011441429999999998,0.00139585,0.00111657,0.00111657,SL,,-2.4099260319732507,LOSS,,1,-0.6243100731289551,-11.112509537706384,2026-02-22T11:26:53.527819,9.12934196891189,13,76.6
EPT-USDT,30min,LONG,0.0011401389999999999,0.00139585,0.00111257,0.00111257,SL,,-2.41803850232295,LOSS,,1,-0.2753173078019326,-10.800349781912555,2026-02-22T11:29:09.699626,9.27456476683935,13,76.6
EPT-USDT,30min,LONG,0.0011341329999999998,0.00139585,0.00110656,0.00110656,SL,,-2.431196341169856,LOSS,,1,0.2527922210181828,-10.327977406529918,2026-02-22T11:32:06.880484,9.49239896373054,13,76.6
EPT-USDT,30min,LONG,0.001132131,0.00139585,0.00110456,0.00110456,SL,,-2.4353188809422135,LOSS,,1,0.4300739048749668,-10.169406190626358,2026-02-22T11:32:20.666503,9.565010362694265,13,76.6
EPT-USDT,30min,LONG,0.0011281269999999998,0.00139585,0.00110056,0.00110056,SL,,-2.443607856207664,LOSS,,1,0.7865249213962765,-9.850575334160068,2026-02-22T11:35:05.845381,9.710233160621732,13,76.6
EPT-USDT,30min,LONG,0.0011381369999999998,0.00139585,0.00111057,0.00111057,SL,,-2.42211614243275,LOSS,,1,-0.09990009990008202,-10.643446263499026,2026-02-22T11:37:48.417234,9.34717616580308,13,76.6
EPT-USDT,30min,LONG,0.0011381369999999998,0.00139585,0.00111057,0.00111057,SL,,-2.42211614243275,LOSS,,1,-0.09990009990008202,-10.643446263499026,2026-02-22T11:38:07.722015,9.34717616580308,13,76.6
EPT-USDT,30min,LONG,0.001132131,0.00139585,0.00110456,0.00110456,SL,,-2.4353188809422135,LOSS,,1,0.4300739048749668,-10.169406190626358,2026-02-22T11:40:50.343721,9.565010362694265,13,76.6
EPT-USDT,30min,LONG,0.0011281269999999998,0.00139585,0.00110056,0.00110056,SL,,-2.443607856207664,LOSS,,1,0.7865249213962765,-9.850575334160068,2026-02-22T11:43:19.477833,9.710233160621732,13,76.6
EPT-USDT,30min,LONG,0.0011721709999999998,0.00139585,0.0011446,0.0011446,SL,,-2.352131216349824,LOSS,,1,-3.0005007801762593,-13.237914945856874,2026-02-22T11:43:31.410798,8.112782383419663,13,76.6
EPT-USDT,30min,LONG,0.0011451439999999998,0.00139585,0.00111757,0.00111757,SL,,-2.4079067785361343,LOSS,,1,-0.7111769349531466,-11.190208393005593,2026-02-22T11:46:04.546656,9.093036269430023,13,76.6
EPT-USDT,30min,LONG,0.001130129,0.00139585,0.00110256,0.00110256,SL,,-2.4394560267013645,LOSS,,1,0.6079836903574806,-10.010273163506115,2026-02-22T11:48:43.958930,9.637621761657998,13,76.6
EPT-USDT,30min,LONG,0.001130129,0.00139585,0.00110256,0.00110256,SL,,-2.4394560267013645,LOSS,,1,0.6079836903574806,-10.010273163506115,2026-02-22T11:48:52.406775,9.637621761657998,13,76.6
EPT-USDT,30min,LONG,0.001137136,0.00139585,0.00110956,0.00110956,SL,,-2.425039748983399,LOSS,,1,-0.011959871114798314,-10.564787325350713,2026-02-22T11:51:34.328922,9.38348186528494,13,76.6
EPT-USDT,30min,LONG,0.0011241229999999999,0.00139585,0.00109655,0.00109655,SL,,-2.4528454626406475,LOSS,,2,1.1455152149720373,-9.529473198217632,2026-02-22T11:53:57.921015,9.855455958549191,13,76.6
EPT-USDT,30min,LONG,0.0011241229999999999,0.00139585,0.00109655,0.00109655,SL,,-2.4528454626406475,LOSS,,2,1.1455152149720373,-9.529473198217632,2026-02-22T11:54:04.818150,9.855455958549191,13,76.6
EPT-USDT,30min,LONG,0.0011241229999999999,0.00139585,0.00109655,0.00109655,SL,,-2.4528454626406475,LOSS,,2,1.1455152149720373,-9.529473198217632,2026-02-22T11:56:53.720274,9.855455958549191,13,76.6
EPT-USDT,30min,LONG,0.0011241229999999999,0.00139585,0.00109655,0.00109655,SL,,-2.4528454626406475,LOSS,,2,1.1455152149720373,-9.529473198217632,2026-02-22T11:59:14.539784,9.855455958549191,13,76.6
EPT-USDT,30min,LONG,0.0011241229999999999,0.00139585,0.00109655,0.00109655,SL,,-2.4528454626406475,LOSS,,2,1.1455152149720373,-9.529473198217632,2026-02-22T11:59:16.906468,9.855455958549191,13,76.6
EPT-USDT,30min,LONG,0.0011241229999999999,0.00139585,0.00109655,0.00109655,SL,,-2.4528454626406475,LOSS,,2,1.1455152149720373,-9.529473198217632,2026-02-22T12:02:10.755783,9.855455958549191,13,76.6
ERA-USDT,15min,LONG,0.14944929999999998,0.1555242,0.14887073,0.1499,TIMEOUT,0.1499,0.3015738447754697,WIN,TIMEOUT_WIN,15,0.7699601135636182,-0.30063707223786656,2026-02-22T15:40:02.607664,10.499853086057536,13,75.0
ERA-USDT,15min,LONG,0.14944929999999998,0.1555242,0.14887073,0.1499,TIMEOUT,0.1499,0.3015738447754697,WIN,TIMEOUT_WIN,15,0.7699601135636182,-0.30063707223786656,2026-02-22T15:40:42.724670,10.499853086057536,13,75.0
ERA-USDT,15min,LONG,0.14944929999999998,0.1555242,0.14887073,0.1499,TIMEOUT,0.1499,0.3015738447754697,WIN,TIMEOUT_WIN,15,0.7699601135636182,-0.30063707223786656,2026-02-22T15:42:47.959979,10.499853086057536,13,75.0
FUN-USDT,1h,LONG,0.041231189999999994,0.04287,0.04011548,0.04287,TP,,3.9746851837165136,WIN,,3,5.041838472282773,-4.756568995461919,2026-02-22T11:54:12.024967,1.4688494322001382,14,81.4
FUN-USDT,1h,LONG,0.041231189999999994,0.04287,0.04011548,0.04287,TP,,3.9746851837165136,WIN,,3,5.041838472282773,-4.756568995461919,2026-02-22T11:54:16.903963,1.4688494322001382,14,81.4
FUN-USDT,1h,LONG,0.041261219999999994,0.04287,0.04014551,0.04287,TP,,3.8990121959554376,WIN,,3,4.965388808183586,-4.825887358638439,2026-02-22T11:54:26.580967,1.4419338358534168,14,81.4
FUN-USDT,30min,LONG,0.0412412,0.0423,0.04044049,0.04044049,SL,,-1.9415293444419564,LOSS,,1,5.016342880420557,-4.779686333084389,2026-02-22T11:54:09.974541,1.3223193577163217,13,74.7
FUN-USDT,30min,LONG,0.041231189999999994,0.0423,0.04043048,0.04043048,SL,,-1.9420007038360918,LOSS,,1,5.041838472282773,-4.756568995461919,2026-02-22T11:54:14.817046,1.3348206958073177,13,74.7
FUN-USDT,30min,LONG,0.04125120999999999,0.0423,0.0404505,0.0404505,SL,,-1.9410582138075207,LOSS,,1,4.990859662056003,-4.802792451421403,2026-02-22T11:54:24.396909,1.3098180196253428,13,74.7
HYPE-USDT,15min,LONG,29.479449999999996,29.984486,29.34695,29.34695,SL,,-0.44946564471181366,LOSS,,1,-0.24915661587986745,-2.0029206786422304,2026-02-22T13:23:09.806898,3.8115924528302108,13,75.0
ICNT-USDT,15min,LONG,0.40529488999999996,0.4072949,0.40447703,0.40447703,SL,,-0.20179380993427973,LOSS,,1,0.24799473785618942,-0.8919160071324813,2026-02-22T12:07:48.356321,2.445427074235788,14,80.6
ICNT-USDT,15min,LONG,0.40529488999999996,0.4072949,0.40447703,0.40447703,SL,,-0.20179380993427973,LOSS,,1,0.24799473785618942,-0.8919160071324813,2026-02-22T12:07:50.419499,2.445427074235788,14,80.6
ICNT-USDT,15min,LONG,0.40565524999999997,0.4072949,0.40483739,0.40483739,SL,,-0.20161454831410372,LOSS,,1,0.15894038102552038,-0.9799577350471825,2026-02-22T12:10:37.473558,2.0048122270742144,14,80.6
ICNT-USDT,15min,LONG,0.40565524999999997,0.4072949,0.40483739,0.40483739,SL,,-0.20161454831410372,LOSS,,1,0.15894038102552038,-0.9799577350471825,2026-02-22T12:10:40.566425,2.0048122270742144,14,80.6
ICNT-USDT,15min,LONG,0.40565524999999997,0.4072949,0.40483739,0.40483739,SL,,-0.20161454831410372,LOSS,,1,0.15894038102552038,-0.9799577350471825,2026-02-22T12:10:58.170207,2.0048122270742144,14,80.6
ICNT-USDT,30min,LONG,0.40529488999999996,0.41583086,0.40399989,0.40399989,SL,,-0.319520436095306,LOSS,,1,2.32302706801955,-0.4700009911301712,2026-02-22T17:04:53.757731,8.135884169884276,14,80.6
ICNT-USDT,30min,LONG,0.40559518999999994,0.41583086,0.40430019,0.40430019,SL,,-0.3192838652746191,LOSS,,1,2.2472677745512923,-0.5436923450694553,2026-02-22T17:06:56.689136,7.9039922779927405,14,80.6
ICNT-USDT,30min,LONG,0.40559518999999994,0.41583086,0.40430019,0.40430019,SL,,-0.3192838652746191,LOSS,,1,2.2472677745512923,-0.5436923450694553,2026-02-22T17:07:33.715501,7.9039922779927405,14,80.6
ICNT-USDT,30min,LONG,0.40574533999999995,0.41583086,0.40445034,0.40445034,SL,,-0.3191657111822739,LOSS,,1,2.209430181009613,-0.5804971167382793,2026-02-22T17:11:22.269946,7.788046332046776,14,80.6
ICNT-USDT,30min,LONG,0.40495454999999997,0.41583086,0.40365955,0.40365955,SL,,-0.31978897384903826,LOSS,,1,2.4090234323827344,-0.38635199925521085,2026-02-22T17:13:51.563650,8.398694980695085,13,73.7
ICNT-USDT,30min,LONG,0.40462422,0.41583086,0.40332922,0.4085,TIMEOUT,0.4085,0.9578714788748918,WIN,TIMEOUT_WIN,10,2.4926288396675917,-0.30502870045692093,2026-02-22T17:14:07.256320,8.65377606177616,13,73.7
ICNT-USDT,30min,LONG,0.40478438,0.41583086,0.40348938,0.40772,TIMEOUT,0.40772,0.7252305536098077,WIN,TIMEOUT_WIN,10,2.4520758434404075,-0.29259528245630056,2026-02-22T17:18:38.743841,8.530100386100468,13,73.7
ICNT-USDT,30min,LONG,0.40472431999999997,0.41583086,0.40342932,0.40772,TIMEOUT,0.40772,0.740177906778633,WIN,TIMEOUT_WIN,10,2.46727945580341,-0.2777989719026414,2026-02-22T17:20:07.653886,8.576478764478868,13,73.7
ICNT-USDT,30min,LONG,0.40472431999999997,0.41583086,0.40342932,0.40772,TIMEOUT,0.40772,0.740177906778633,WIN,TIMEOUT_WIN,10,2.46727945580341,-0.2777989719026414,2026-02-22T17:20:22.102398,8.576478764478868,13,73.7
ICNT-USDT,30min,LONG,0.40472431999999997,0.41583086,0.40342932,0.40772,TIMEOUT,0.40772,0.740177906778633,WIN,TIMEOUT_WIN,10,2.46727945580341,-0.2777989719026414,2026-02-22T17:24:55.631209,8.576478764478868,13,73.7
ICNT-USDT,30min,LONG,0.40472431999999997,0.41583086,0.40342932,0.40772,TIMEOUT,0.40772,0.740177906778633,WIN,TIMEOUT_WIN,10,2.46727945580341,-0.2777989719026414,2026-02-22T17:26:15.469253,8.576478764478868,13,73.7
ICNT-USDT,30min,LONG,0.40472431999999997,0.41583086,0.40342932,0.40772,TIMEOUT,0.40772,0.740177906778633,WIN,TIMEOUT_WIN,10,2.46727945580341,-0.2777989719026414,2026-02-22T17:26:20.066407,8.576478764478868,13,73.7
ICNT-USDT,30min,LONG,0.40441400999999993,0.41583086,0.40311901,0.40772,TIMEOUT,0.40772,0.8174766250061645,WIN,TIMEOUT_WIN,10,2.545903392417115,-0.20128135521316898,2026-02-22T17:31:34.640460,8.816100386100898,13,73.7
ICNT-USDT,30min,LONG,0.4043539499999999,0.41583086,0.40305895,0.40772,TIMEOUT,0.40772,0.8324513708843752,WIN,TIMEOUT_WIN,10,2.5611348671133594,-0.18645792875274061,2026-02-22T17:32:12.646626,8.862478764479679,13,73.7
ICNT-USDT,30min,LONG,0.4043539499999999,0.41583086,0.40305895,0.40772,TIMEOUT,0.40772,0.8324513708843752,WIN,TIMEOUT_WIN,10,2.5611348671133594,-0.18645792875274061,2026-02-22T17:32:36.325521,8.862478764479679,13,73.7
IP-USDT,1h,LONG,1.0757947199999998,1.12084062,1.06496115,1.06496115,SL,,-1.0070294823532633,LOSS,,1,-0.32206144309759727,-1.3268999870160865,2026-02-22T15:30:28.251874,4.157991692490298,13,75.0
IP-USDT,1h,LONG,1.0738728,1.12084062,1.0629478,1.0629478,SL,,-1.0173458160035205,LOSS,,1,-0.14366692219040797,-1.1503038348675878,2026-02-22T15:32:15.678137,4.299113958810049,13,75.0
IP-USDT,1h,LONG,1.07490383,1.12084062,1.06397883,1.06397883,SL,,-1.016369994699905,LOSS,,1,-0.23944746759344965,-1.2451188307701895,2026-02-22T15:32:44.780242,4.204740503432472,13,75.0
IP-USDT,1h,LONG,1.0736625899999999,1.12084062,1.0626633,1.0626633,SL,,-1.024464305867244,LOSS,,1,-0.12411627380999239,-1.1309502736795405,2026-02-22T15:42:40.617727,4.289190337034871,13,75.0
IP-USDT,1h,LONG,1.0750139399999998,1.12084062,1.06401465,1.06401465,SL,,-1.0231764994600698,LOSS,,1,-0.24966559968513802,-1.2552339553847849,2026-02-22T15:44:45.781750,4.166332359244108,13,75.0
IP-USDT,1h,LONG,1.07625518,1.12084062,1.06525589,1.06525589,SL,,-1.02199647485088,LOSS,,1,-0.3647071877507686,-1.36911582622998,2026-02-22T15:45:00.454382,4.05348503149554,13,75.0
IP-USDT,1h,LONG,1.07578471,1.12084062,1.06468257,1.06468257,SL,,-1.0320038848665158,LOSS,,1,-0.3211339562541256,-1.325981850030194,2026-02-22T15:54:40.930784,4.058307533938081,13,75.0
IP-USDT,1h,LONG,1.07582475,1.12084062,1.06472261,1.06472261,SL,,-1.0319654757896193,LOSS,,1,-0.32484380007059616,-1.3296542954602946,2026-02-22T15:57:24.695430,4.054701022968511,13,75.0
IP-USDT,1h,LONG,1.0746736,1.12084062,1.06357146,1.06357146,SL,,-1.0330708784509068,LOSS,,1,-0.21807551613809908,-1.2239623267939101,2026-02-22T15:58:13.184633,4.158388213343608,13,75.0
KAS-USDT,1h,LONG,0.031091059999999997,0.03206874,0.03086106,0.03086106,SL,,-0.7397624912112922,LOSS,,1,-1.8045701883435148,-3.6057310365101634,2026-02-22T11:52:18.478404,4.25078260869564,13,74.4
KAS-USDT,1h,LONG,0.031101069999999998,0.03206874,0.03087107,0.03087107,SL,,-0.739524395784446,LOSS,,1,-1.8361747682635887,-3.6367559058257415,2026-02-22T11:52:25.345270,4.2072608695652,13,74.4
LA-USDT,15min,LONG,0.20916896,0.21609426,0.20884753,0.20884753,SL,,-0.1536700282871721,LOSS,,6,2.582142206950794,-0.7739962946700959,2026-02-22T18:54:03.947202,21.545377777777034,14,81.1
LA-USDT,15min,LONG,0.20932911999999998,0.21609426,0.20900769,0.20900769,SL,,-0.15355245366721254,LOSS,,6,2.503655487588173,-0.8499151957453256,2026-02-22T18:54:19.238651,21.04710222222152,14,81.1
LA-USDT,15min,LONG,0.20932911999999998,0.21609426,0.20900769,0.20900769,SL,,-0.15355245366721254,LOSS,,6,2.503655487588173,-0.8499151957453256,2026-02-22T18:54:49.250193,21.04710222222152,14,81.1
LA-USDT,15min,LONG,0.20946926,0.21609426,0.20914783,0.20914783,SL,,-0.15344972336274243,LOSS,,5,2.4350780634829285,-0.9162489999725871,2026-02-22T18:56:48.772875,20.611111111110393,14,81.1
LA-USDT,15min,LONG,0.20946926,0.21609426,0.20914783,0.20914783,SL,,-0.15344972336274243,LOSS,,5,2.4350780634829285,-0.9162489999725871,2026-02-22T18:57:02.449375,20.611111111110393,14,81.1
LA-USDT,15min,LONG,0.20967946999999998,0.21609426,0.20933661,0.20933661,SL,,-0.1635162469649378,LOSS,,5,2.332383804671021,-1.0155834522092062,2026-02-22T18:57:34.030279,18.709804166666654,13,77.4
LA-USDT,15min,LONG,0.20983963,0.21609426,0.20949677,0.20949677,SL,,-0.16339144326550728,LOSS,,5,2.2542786603274183,-1.0911332621011518,2026-02-22T18:59:35.176818,18.242670833333264,13,77.4
LA-USDT,15min,LONG,0.20986965999999999,0.21609426,0.2095268,0.2095268,SL,,-0.16336806377823868,LOSS,,5,2.2396472172299826,-1.1052860141861256,2026-02-22T18:59:44.517216,18.155083333333305,13,77.4
LA-USDT,15min,LONG,0.20988968,0.21609426,0.20954682,0.20954682,SL,,-0.1633524811701082,LOSS,,5,2.229895247827342,-1.1147189323457842,2026-02-22T19:00:19.449775,18.09669166666661,13,77.4
LA-USDT,15min,LONG,0.21093071999999996,0.21609426,0.21058786,0.21058786,SL,,-0.16254626163508698,LOSS,,1,1.7253437526786288,-1.6027632200752688,2026-02-22T19:02:19.480478,15.060325000000063,13,77.4
LA-USDT,15min,LONG,0.21095074,0.21609426,0.21060788,0.21060788,SL,,-0.16253083539787555,LOSS,,1,1.7156896439424734,-1.6121014792363306,2026-02-22T19:02:25.870962,15.001933333333287,13,77.4
LA-USDT,15min,LONG,0.21098076999999998,0.21609426,0.21063791,0.21063791,SL,,-0.16250770153126876,LOSS,,1,1.7012119161381518,-1.6261055450693314,2026-02-22T19:03:02.356084,14.914345833333327,13,77.4
LA-USDT,15min,LONG,0.21164143,0.21609426,0.21129857,0.21129857,SL,,-0.1620004174040973,LOSS,,1,1.3837413591469399,-1.9331895461110706,2026-02-22T19:04:58.567831,12.987420833333315,13,77.4
LA-USDT,15min,LONG,0.21164143,0.21609426,0.21129857,0.21129857,SL,,-0.1620004174040973,LOSS,,1,1.3837413591469399,-1.9331895461110706,2026-02-22T19:05:05.305297,12.987420833333315,13,77.4
LA-USDT,15min,LONG,0.21182160999999997,0.21609426,0.21147875,0.21147875,SL,,-0.16186261637798555,LOSS,,1,1.2975021764776717,-2.0166072762830733,2026-02-22T19:05:53.918946,12.461895833333394,13,77.4
LINK-USDT,15min,LONG,8.746537799999999,8.9336254,8.70856637,8.70856637,SL,,-0.4341309769449453,LOSS,,1,-0.144489171475352,-1.5804859381045477,2026-02-22T15:29:33.521014,4.9270622676050655,13,75.0
LQTY-USDT,15min,LONG,0.26876849999999997,0.280348,0.26748279,0.26748279,SL,,-0.478370791219931,LOSS,,1,0.08613360568669734,-0.5835877344257132,2026-02-22T14:37:15.149577,9.00630779880421,13,75.0
LQTY-USDT,15min,LONG,0.26886859999999996,0.280348,0.26758289,0.26758289,SL,,-0.47819269338254455,LOSS,,1,0.048871456168574266,-0.6206005461403693,2026-02-22T14:37:24.493353,8.928451983729273,13,75.0
LQTY-USDT,15min,LONG,0.26876849999999997,0.280348,0.26748279,0.2675,TIMEOUT,0.2675,-0.4719675110736379,LOSS,TIMEOUT_LOSS,15,0.08613360568669734,-0.4719675110736379,2026-02-22T14:39:02.089584,9.00630779880421,13,75.0
LQTY-USDT,15min,LONG,0.2686684,0.280348,0.26738269,0.2675,TIMEOUT,0.2675,-0.4348855317558591,LOSS,TIMEOUT_LOSS,15,0.12342352133709919,-0.4348855317558591,2026-02-22T14:40:24.633370,9.084163613878754,13,75.0
LQTY-USDT,15min,LONG,0.2686684,0.280348,0.26738269,0.2675,TIMEOUT,0.2675,-0.4348855317558591,LOSS,TIMEOUT_LOSS,15,0.12342352133709919,-0.4348855317558591,2026-02-22T14:40:34.185597,9.084163613878754,13,75.0
LQTY-USDT,15min,LONG,0.2686684,0.280348,0.26738269,0.2675,TIMEOUT,0.2675,-0.4348855317558591,LOSS,TIMEOUT_LOSS,15,0.12342352133709919,-0.4348855317558591,2026-02-22T14:42:14.101721,9.084163613878754,13,75.0
MAGIC-USDT,15min,LONG,0.06866859999999998,0.0700938,0.06844003,0.06844003,SL,,-0.33285956026478414,LOSS,,1,-0.3911540354688752,-2.4299315844505043,2026-02-22T11:32:15.767979,6.235288970556583,14,81.1
MAGIC-USDT,15min,LONG,0.06866859999999998,0.0700938,0.06844003,0.06844003,SL,,-0.33285956026478414,LOSS,,1,-0.3911540354688752,-2.4299315844505043,2026-02-22T11:32:27.807062,6.235288970556583,14,81.1
MAGIC-USDT,15min,LONG,0.06866859999999998,0.0700938,0.06844003,0.06844003,SL,,-0.33285956026478414,LOSS,,1,-0.3911540354688752,-2.4299315844505043,2026-02-22T11:32:30.454158,6.235288970556583,14,81.1
MAGIC-USDT,15min,LONG,0.0684684,0.0700938,0.06823983,0.06823983,SL,,-0.33383283383283,LOSS,,2,-0.09990009990009441,-2.1446389867442424,2026-02-22T11:35:03.346146,7.111169444809107,14,81.1
MAGIC-USDT,15min,LONG,0.0684684,0.0700938,0.06823983,0.06823983,SL,,-0.33383283383283,LOSS,,2,-0.09990009990009441,-2.1446389867442424,2026-02-22T11:35:15.679848,7.111169444809107,14,81.1
MAGIC-USDT,15min,LONG,0.0684684,0.0700938,0.06823983,0.06823983,SL,,-0.33383283383283,LOSS,,2,-0.09990009990009441,-2.1446389867442424,2026-02-22T11:35:20.122893,7.111169444809107,14,81.1
MAGIC-USDT,30min,LONG,0.06866859999999998,0.0712728,0.06841146,0.06841146,SL,,-0.37446518496079595,LOSS,,1,-0.3911540354688752,-2.4299315844505043,2026-02-22T11:32:18.052035,10.127444444444446,14,81.1
MAGIC-USDT,30min,LONG,0.06866859999999998,0.0712728,0.06841146,0.06841146,SL,,-0.37446518496079595,LOSS,,1,-0.3911540354688752,-2.4299315844505043,2026-02-22T11:32:30.112972,10.127444444444446,14,81.1
MAGIC-USDT,30min,LONG,0.06866859999999998,0.0712728,0.06841146,0.06841146,SL,,-0.37446518496079595,LOSS,,1,-0.3911540354688752,-2.4299315844505043,2026-02-22T11:32:33.026615,10.127444444444446,14,81.1
